"","date","LocalTime","Air.Temperature_hourly.mean","Air.Pressure_hourly.mean","Solar.Voltage_hourly.mean","Relative.Humidity_hourly.mean"
"1",2019-08-31 12:00:00,2019-08-31 07:00:00,24.51,1010,6.17,49.7
"2",2019-08-31 13:00:00,2019-08-31 08:00:00,24.5,1010,0.72,50.13
"3",2019-09-01 17:00:00,2019-09-01 12:00:00,22.04,1019,0.52,39.56
"4",2019-09-24 19:00:00,2019-09-24 14:00:00,34.54,866,6.7,40.62
"5",2019-09-24 20:00:00,2019-09-24 15:00:00,35.19,865.17,6.7,37.17
"6",2019-09-24 21:00:00,2019-09-24 16:00:00,29.55,865.33,6.41,49.42
"7",2019-09-24 22:00:00,2019-09-24 17:00:00,20.72,866.5,5.35,80.45
"8",2019-09-24 23:00:00,2019-09-24 18:00:00,18.95,867,0.49,95.04
"9",2019-09-25 00:00:00,2019-09-24 19:00:00,18.49,867.83,0.02,95.7
"10",2019-09-25 01:00:00,2019-09-24 20:00:00,18.21,868.67,0.02,95.69
"11",2019-09-25 02:00:00,2019-09-24 21:00:00,18.35,869.83,0.02,94.97
"12",2019-09-25 03:00:00,2019-09-24 22:00:00,18.59,870,0.02,94.96
"13",2019-09-25 04:00:00,2019-09-24 23:00:00,17.55,870,0.01,98.84
"14",2019-09-25 05:00:00,2019-09-25 00:00:00,17.05,870,0.01,98.38
"15",2019-09-25 06:00:00,2019-09-25 01:00:00,16.9,869.83,0.01,100
"16",2019-09-25 07:00:00,2019-09-25 02:00:00,16.71,870,0.02,100
"17",2019-09-25 08:00:00,2019-09-25 03:00:00,16.46,869.5,0.02,100
"18",2019-09-25 09:00:00,2019-09-25 04:00:00,16.43,869.83,0,100
"19",2019-09-25 10:00:00,2019-09-25 05:00:00,16.47,870.67,0.5,100
"20",2019-09-25 11:00:00,2019-09-25 06:00:00,16.7,872,5.23,100
"21",2019-09-25 12:00:00,2019-09-25 07:00:00,17.67,872,6.8,100
"22",2019-09-25 13:00:00,2019-09-25 08:00:00,18.73,872,6.91,97.73
