"","date","LocalTime","Air.Temperature_hourly.mean","Air.Pressure_hourly.mean","Solar.Voltage_hourly.mean","Relative.Humidity_hourly.mean"
"1",2019-08-31 11:00:00,2019-08-31 06:00:00,22.37,1010,5.92,57.35
"2",2019-09-01 17:00:00,2019-09-01 12:00:00,22.14,1019,0.54,38.42
"3",2019-09-06 17:00:00,2019-09-06 12:00:00,34.4,861,6.09,34.68
"4",2019-09-06 18:00:00,2019-09-06 13:00:00,33.42,860.17,5.95,35.3
"5",2019-09-06 19:00:00,2019-09-06 14:00:00,30.73,859,6.37,40.05
"6",2019-09-06 20:00:00,2019-09-06 15:00:00,26.93,859,6.69,47.51
"7",2019-09-06 21:00:00,2019-09-06 16:00:00,26.66,859,6.56,51.27
"8",2019-09-06 22:00:00,2019-09-06 17:00:00,24.95,859,5.48,50.57
"9",2019-09-06 23:00:00,2019-09-06 18:00:00,22.19,860,1.15,59.3
"10",2019-09-07 00:00:00,2019-09-06 19:00:00,20.71,860.17,0.02,64.74
"11",2019-09-07 01:00:00,2019-09-06 20:00:00,20.43,861,0.02,64.1
"12",2019-09-07 02:00:00,2019-09-06 21:00:00,20.25,862,0.01,63.52
"13",2019-09-07 03:00:00,2019-09-06 22:00:00,19.9,862,0.01,65.09
"14",2019-09-07 04:00:00,2019-09-06 23:00:00,19.36,862,0.01,67.97
"15",2019-09-07 05:00:00,2019-09-07 00:00:00,19.06,862,0.01,69.28
"16",2019-09-07 06:00:00,2019-09-07 01:00:00,18.59,861,0.01,71.66
"17",2019-09-07 07:00:00,2019-09-07 02:00:00,18.34,861,0.02,73.64
"18",2019-09-07 08:00:00,2019-09-07 03:00:00,17.77,861,0.01,75.8
"19",2019-09-07 09:00:00,2019-09-07 04:00:00,17.67,861,0.01,76.99
"20",2019-09-07 10:00:00,2019-09-07 05:00:00,17.18,861.17,0.96,79.32
"21",2019-09-07 11:00:00,2019-09-07 06:00:00,17.66,862,5.5,78.75
"22",2019-09-07 12:00:00,2019-09-07 07:00:00,23.61,862.83,6.14,62.81
"23",2019-09-07 13:00:00,2019-09-07 08:00:00,28.17,863,6.5,51.36
"24",2019-09-07 14:00:00,2019-09-07 09:00:00,32.31,862.5,6.69,41.78
"25",2019-09-07 15:00:00,2019-09-07 10:00:00,36.25,862,6.39,34.57
"26",2019-09-07 16:00:00,2019-09-07 11:00:00,37,860.83,6.43,31.93
"27",2019-09-07 17:00:00,2019-09-07 12:00:00,35.38,859.67,6.36,33.55
"28",2019-09-07 18:00:00,2019-09-07 13:00:00,34.77,858.67,6.53,33.92
"29",2019-09-07 19:00:00,2019-09-07 14:00:00,36.18,858,6.51,30.91
"30",2019-09-07 20:00:00,2019-09-07 15:00:00,34.56,857.4,6.45,31.89
"31",2019-09-07 21:00:00,2019-09-07 16:00:00,31.21,857,6.5,35.43
"32",2019-09-07 22:00:00,2019-09-07 17:00:00,28.73,857.5,5.78,39.13
"33",2019-09-07 23:00:00,2019-09-07 18:00:00,27.12,858,4.04,45.53
"34",2019-09-08 00:00:00,2019-09-07 19:00:00,25.2,859.25,0.03,43.81
"35",2019-09-08 01:00:00,2019-09-07 20:00:00,24.68,860,0.03,43.89
"36",2019-09-08 02:00:00,2019-09-07 21:00:00,22.76,861,0.03,47.17
"37",2019-09-08 03:00:00,2019-09-07 22:00:00,21.37,861.8,0.02,53.85
"38",2019-09-08 04:00:00,2019-09-07 23:00:00,20.9,862,0.02,56.24
"39",2019-09-08 05:00:00,2019-09-08 00:00:00,20.84,862,0.02,59.82
"40",2019-09-08 06:00:00,2019-09-08 01:00:00,20.03,862,0.01,60.48
"41",2019-09-08 07:00:00,2019-09-08 02:00:00,19.6,862,0,60.91
"42",2019-09-08 08:00:00,2019-09-08 03:00:00,19.42,862,0.01,62.99
"43",2019-09-08 09:00:00,2019-09-08 04:00:00,19.13,862,0.01,64.94
"44",2019-09-08 10:00:00,2019-09-08 05:00:00,19.24,862,0.84,66.03
"45",2019-09-08 11:00:00,2019-09-08 06:00:00,19.21,863,5.51,66.88
"46",2019-09-08 12:00:00,2019-09-08 07:00:00,20.68,864,5.98,66.65
"47",2019-09-08 13:00:00,2019-09-08 08:00:00,25.88,864,6.27,56.54
"48",2019-09-08 14:00:00,2019-09-08 09:00:00,31.05,864,6.19,42.56
"49",2019-09-08 15:00:00,2019-09-08 10:00:00,33.27,864,6.66,39.13
"50",2019-09-08 16:00:00,2019-09-08 11:00:00,33.11,862,6.72,36.09
"51",2019-09-08 17:00:00,2019-09-08 12:00:00,35.42,861.17,6.6,31.43
"52",2019-09-08 18:00:00,2019-09-08 13:00:00,36.61,859.67,6.58,28.19
